formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId
1	C23H29N3O6	[M + H]+	C23H30N3O6+	Alkaloids	0.477	Ornithine alkaloids	0.730	Polyamines	0.917	Phenylpropanoids and polyketides	0.946	Cinnamic acids and derivatives	0.969	Hydroxycinnamic acids and derivatives	0.932			Hydroxycinnamic acids and derivatives	0.932	Organic compounds; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	444.211	193	3.22	690678547692632453	690677258506139109	17270
1	C31H44N6O8	[M + K]+	C31H44KN6O8+	Amino acids and Peptides	0.657	Ornithine alkaloids	0.468	Polyamines	0.640	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.817	Amino acids and derivatives	0.803	Alpha amino acids and derivatives	0.742	Organic compounds; Amino acids, peptides, and analogues; Styrenes; Alpha amino acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	667.287	193	3.22	690678546266568915	690677267737802838	17345
1	C21H32N4O3S	[M + Na]+	C21H32N4NaO3S+	Amino acids and Peptides	0.612	Phenylpropanoids (C6-C3)	0.681	Cinnamic acid amides	0.633	Phenylpropanoids and polyketides	0.916	Cinnamic acids and derivatives	0.978	Hydroxycinnamic acids and derivatives	0.932			Hydroxycinnamic acids and derivatives	0.932	Organic compounds; Organosulfur compounds; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Carboximidamides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	443.208	193	3.22	690678543276029587	690677258439030240	17294
1	C17H32N2O8	[M + H]+	C17H33N2O8+	Amino acids and Peptides	0.728	Small peptides	0.720	Dipeptides	0.436	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.974	Peptides	0.713	Peptides	0.713	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	393.227	193	3.22	690678546652444977	690677246388794368	17365
1	C15H24O4	[M + H]+	C15H25O4+	Fatty acids	0.640	Octadecanoids	0.536	12-oxophytodienoic acid metabolites	0.417	Lipids and lipid-like molecules	0.883	Fatty Acyls	0.794	Lineolic acids and derivatives	0.582	Jasmonic acids	0.830	Jasmonic acids	0.830	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Jasmonic acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	269.175	194	3.23	690678551433952027	690677227174686619	16949
1	C15H25N4O3	[M + H]+	C15H26N4O3+	Alkaloids	0.696	Nicotinic acid alkaloids	0.131	Pyridine alkaloids	0.132	Organic oxygen compounds	0.999	Organooxygen compounds	0.992	Ethers	0.608	Alkyl aryl ethers	0.677	Alkyl aryl ethers	0.677	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Diazines; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	310.202	194	3.23	690678545444485226	690677233289982191	16471
1	C41H42N4O9	[M + K]+	C41H42KN4O9+	Alkaloids	0.359	Oligopeptides	0.080	Cyclic peptides	0.047	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.961	Amino acids, peptides, and analogues	0.472	Amino acids and derivatives	0.466	Alpha amino acids and derivatives	0.570	Organic compounds; Organoheterocyclic compounds; Alpha amino acids and derivatives; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Benzamides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	773.259	194	3.23	690678543804511996	690677268383725704	17404
1	C20H23NO8	[M + H]+	C20H24NO8+	Amino acids and Peptides	0.410	Tyrosine alkaloids	0.563	Depsides and depsidones	0.061	Benzenoids	0.990	Phenol ethers	0.911	Anisoles	0.912			Anisoles	0.912	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	406.150	195	3.25	690678549793978975	690677252789302367	17613
1	C25H33N3O6	[M + H]+	C25H34N3O6+	Amino acids and Peptides	0.827	Oligopeptides	0.215	Dipeptides	0.020	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.785	Amino acids and derivatives	0.780	Alpha amino acids and derivatives	0.825	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid imides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Dicarboximides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.245	195	3.25	690678542751741347	690677260808812180	17588
1	C41H50N4O6	[M + H]+	C41H51N4O6+	Terpenoids	0.876	Steroids	0.816	Cholane steroids	0.882	Lipids and lipid-like molecules	0.991	Steroids and steroid derivatives	0.989	Bile acids, alcohols and derivatives	0.989	Glycinated bile acids and derivatives	0.884	Glycinated bile acids and derivatives	0.884	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Dihydroxy bile acids, alcohols and derivatives; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; N-acyl-alpha amino acids; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	695.379	195	3.26	690678546425952513	690677267981072490	17617
1	C21H37NO7	[M + H]+	C21H38NO7+	Fatty acids	0.936	Linear polyketides	0.139	Sphingoid bases	0.336	Lipids and lipid-like molecules	0.947	Fatty Acyls	0.954	Fatty amides	0.651	N-acyl amines	0.562	N-acyl amines	0.562	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	416.266	196	3.26	690678544089724775	690677254924203253	17837
1	C18H35NO3	[M + H]+	C18H36NO3+	Fatty acids	1.000	Fatty amides	0.770	Sphingoid bases	0.196	Lipids and lipid-like molecules	0.922	Fatty Acyls	0.932	Fatty amides	0.687			Fatty amides	0.687	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	314.269	197	3.29	690678545595480229	690677235861090598	17740
1	C19H24O4	[M + H]+	C19H25O4+	Terpenoids	0.871	Diterpenoids	0.340	Eremophilane sesquiterpenoids	0.034	Lipids and lipid-like molecules	0.634							Lipids and lipid-like molecules	0.634	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	317.175	197	3.29	690678551777885001	690677236339241284	17776
1	C31H46N4O9	[M + H]+	C31H47N4O9+	Amino acids and Peptides	0.943	Oligopeptides	0.995	Cyclic peptides	0.652	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.984	Peptides	0.796	Cyclic peptides	0.563	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	619.336	198	3.29	690678553493355480	690677267003799583	17791
1	C15H29NO4	[M + H]+	C15H30NO4+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.994	Fatty Acyls	0.996	Fatty acid esters	0.991	Acyl carnitines	0.991	Acyl carnitines	0.991	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288.217	199	3.31	690678586708050899	690677229787738151	17952
1	C24H34O4	[M + K]+	C24H34KO4+	Terpenoids	0.672	Diarylheptanoids	0.330	Linear diarylheptanoids	0.303	Benzenoids	0.944	Phenols	0.845	Methoxyphenols	0.819			Methoxyphenols	0.819	Organic compounds; Lipids and lipid-like molecules; Styrenes; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	425.209	199	3.32	690678572912984458	690677256245409098	17942
1	C21H39NO6S	[M + H]+	C21H40NO6S+	Fatty acids	0.871	Eicosanoids	0.593	Leukotrienes	0.733	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.986	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Thioethers; Carboxylic acids; Thia fatty acids; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Long-chain fatty acids; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	434.257	199	3.32	690678581414839050	690677257411425690	18138
1	C19H19N3O5S	[M + H]+	C19H20N3O5S+	Amino acids and Peptides	0.773	β-lactams	0.508	Cephalosporins	0.262	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.970	Amino acids and derivatives	0.969	N-acyl-alpha amino acids	0.512	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Alpha amino acids; Benzenoids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	402.112	200	3.34	690678571944100129	690677252369871947	18004
